requirement_id,requirement_text,module,coverage_id,coverage_description,coverage_type,related_techniques,tags,notes,technique,technique_standard,test_case_id,test_data,expected_result,priority,risk_level,coverage_risk_level,source,design_basis,llm_reason,strategy_reason,requirement_id_coverage,technique_strategy
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-234,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count decreased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-1154,Active count = 1 before deletion,Active count becomes 0.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Boundary at minimum,Coverage item explicitly describes 'boundaries' for active count. BVA is correct. No change needed.,REQ-TODO-060,Boundary Value Analysis
REQ-TODO-063,The system shall save edited todo text to local storage.,Todo Persistence,COV-243,Verify core behavior: save text,Functional,['Equivalence Partitioning'],['core'],Expected result basis: saved,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1163,Edited text with special characters,Special characters saved correctly.,High,Medium,High,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Special char input test,Coverage item is 'Verify core behavior: save text' (Functional type). This is a simple core action. Equivalence Partitioning is more suitable.,REQ-TODO-063,Equivalence Partitioning
REQ-TODO-063,The system shall save edited todo text to local storage.,Todo Persistence,COV-245,Validate condition: after edit,Condition,['Decision Table Testing'],['condition'],Expected result basis: saved,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1165,Edit after multiple previous edits,Last edit saved.,High,Medium,High,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Multiple edit sequence,"Coverage item is 'Validate condition: after edit' (Condition type). Edit logic may involve multiple conditions (e.g., text changed, validation rules). Decision Table Testing is appropriate. No change needed.",REQ-TODO-063,Decision Table Testing
REQ-TODO-065,The system shall restore todo items from local storage on page load.,Todo Persistence,COV-252,Test input field 'page load' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: restored,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1172,Page load with empty storage,No items displayed,High,Medium,High,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Empty storage on load,"Coverage item tests input field 'page load' with valid and invalid data, which is a classic equivalence partitioning scenario (valid vs invalid inputs). No explicit boundary or range is described.",REQ-TODO-065,Equivalence Partitioning
REQ-TODO-065,The system shall restore todo items from local storage on page load.,Todo Persistence,COV-253,Validate condition: on load,Condition,['Decision Table Testing'],['condition'],Expected result basis: restored,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1173,Rule 3: storage exists but no items,Empty list restored,High,Medium,High,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing rule for empty storage,"Coverage item validates a condition (on load), which may involve multiple conditions and actions. Decision Table Testing is appropriate for testing combinations of conditions.",REQ-TODO-065,Decision Table Testing
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-257,Validate condition: after refresh,Condition,['Decision Table Testing'],['condition'],Expected result basis: filter restored,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1177,Rule 3: filter state saved but local storage missing,"Filter state not restored, no crash.",High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing condition: storage cleared,"Coverage item validates a condition (after refresh), which may involve multiple conditions. Decision Table Testing is appropriate.",REQ-TODO-066,Decision Table Testing
REQ-TODO-067,The system shall handle missing local storage data without crashing.,Todo Persistence,COV-261,Validate condition: missing,Condition,['Decision Table Testing'],['condition'],Expected result basis: no crash,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1181,Rule 3: missing data and no fallback,"No crash, empty list.",High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing data no fallback,"Coverage item validates a condition (missing), which may involve multiple conditions. Decision Table Testing is appropriate.",REQ-TODO-067,Decision Table Testing
REQ-TODO-068,The system shall handle corrupted local storage data by starting with an empty list.,Todo Persistence,COV-265,Validate condition: corrupted,Condition,['Decision Table Testing'],['condition'],Expected result basis: empty list,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1185,Corrupted JSON in local storage,Empty list displayed,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing corrupted data test,"Coverage item validates a condition (corrupted), which may involve multiple conditions. Boundary Value Analysis is not appropriate for condition validation.",REQ-TODO-068,Decision Table Testing
REQ-TODO-068,The system shall handle corrupted local storage data by starting with an empty list.,Todo Persistence,COV-266,Test data range and boundaries: local storage,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: empty list,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-1186,Local storage with null value,Empty list displayed,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Null boundary not tested,"Coverage item explicitly tests data range and boundaries for local storage, making Boundary Value Analysis correct.",REQ-TODO-068,Boundary Value Analysis
REQ-TODO-069,The system shall reject todo text longer than 100 characters.,Todo Validation,COV-267,Verify core behavior: reject,Functional,['Equivalence Partitioning'],['core'],Expected result basis: rejected,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1187,Todo text with 101 characters,Rejected with error,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Invalid partition missing,"Coverage item verifies core behavior (reject), which is a single functional outcome. Equivalence Partitioning is more suitable.",REQ-TODO-069,Equivalence Partitioning
REQ-TODO-069,The system shall reject todo text longer than 100 characters.,Todo Validation,COV-268,Test input field 'todo text >100 chars' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: rejected,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-1188,Todo text with 101 characters,Rejected,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Upper boundary missing,"Coverage item tests input field 'todo text >100 chars' with valid and invalid data, which involves a boundary at 100 characters. Boundary Value Analysis is appropriate.",REQ-TODO-069,Boundary Value Analysis
REQ-TODO-069,The system shall reject todo text longer than 100 characters.,Todo Validation,COV-269,Validate condition: length >100,Condition,['Decision Table Testing'],['condition'],Expected result basis: rejected,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-1189,Todo text with 101 characters,Rejected,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Condition boundary missing,"Coverage item validates condition 'length >100', which is a boundary condition. Boundary Value Analysis is appropriate for testing this threshold.",REQ-TODO-069,Boundary Value Analysis
REQ-TODO-069,The system shall reject todo text longer than 100 characters.,Todo Validation,COV-270,Test data range and boundaries: input validation,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: rejected,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-1190,Todo text with 101 characters,Rejected,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Input boundary missing,"Coverage item explicitly tests data range and boundaries for input validation, making Boundary Value Analysis correct.",REQ-TODO-069,Boundary Value Analysis
REQ-TODO-072,The system shall reject todo text with zero characters.,Todo Validation,COV-279,Verify core behavior: reject,Functional,['Equivalence Partitioning'],['core'],Expected result basis: rejected,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1200,empty string,rejected,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,missing valid partition,"The coverage item verifies core behavior (reject) for a functional requirement, which is a single outcome based on input partitions (valid/invalid). Decision Table Testing is overkill for a single condition; Equivalence Partitioning is more appropriate for testing valid and invalid inputs that lead to rejection.",REQ-TODO-072,Equivalence Partitioning
REQ-TODO-072,The system shall reject todo text with zero characters.,Todo Validation,COV-281,Validate condition: length =0,Condition,['Decision Table Testing'],['condition'],Expected result basis: rejected,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1201,Rule: length=0 and all conditions true,Error message displayed and todo rejected.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing explicit zero-length case,"The coverage item validates a condition (length = 0), which is a logical condition that may interact with other conditions (e.g., whitespace, valid/invalid). Decision Table Testing is suitable for condition-based testing, while Boundary Value Analysis is not appropriate for a single condition validation.",REQ-TODO-072,Decision Table Testing
REQ-TODO-073,The system shall reject blank todo input after whitespace trimming.,Todo Validation,COV-283,Verify core behavior: reject,Functional,['Equivalence Partitioning'],['core'],Expected result basis: rejected,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1203,Input: string with only spaces,Rejected with error message.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Whitespace-only partition missing,"The coverage item verifies core behavior (reject) for a functional requirement, which is a single outcome based on input partitions (valid/invalid). Decision Table Testing is overkill for a single condition; Equivalence Partitioning is more appropriate for testing valid and invalid inputs that lead to rejection.",REQ-TODO-073,Equivalence Partitioning
REQ-TODO-073,The system shall reject blank todo input after whitespace trimming.,Todo Validation,COV-284,Test input field 'blank after trim' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: rejected,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1204,Input: string with leading/trailing spaces,Rejected after trim.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Trimmed blank input missing,"The coverage item tests input field with blank after trim, which is a specific input type (whitespace-only) that forms an equivalence class. Boundary Value Analysis is not appropriate because there is no boundary being tested; Equivalence Partitioning is more suitable for testing this class of invalid input.",REQ-TODO-073,Equivalence Partitioning
REQ-TODO-073,The system shall reject blank todo input after whitespace trimming.,Todo Validation,COV-285,Validate condition: whitespace only,Condition,['Decision Table Testing'],['condition'],Expected result basis: rejected,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1205,Rule: whitespace only and all conditions true,Rejected.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Whitespace decision rule missing,"The coverage item validates a condition (whitespace only), which is a logical condition that may interact with other conditions (e.g., length, valid/invalid). Decision Table Testing is suitable for testing combinations of conditions.",REQ-TODO-073,Decision Table Testing
REQ-TODO-074,The system shall display a clear error message for invalid todo input.,Todo Validation,COV-287,Verify core behavior: display message,Functional,['Equivalence Partitioning'],['core'],Expected result basis: message shown,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1207,Input: zero-length string,Clear error message displayed.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Zero-length error message missing,"The coverage item verifies core behavior (display message) for a functional requirement, which is a single outcome based on input partitions (valid/invalid). Decision Table Testing is overkill for a single condition; Equivalence Partitioning is more appropriate for testing valid and invalid inputs that trigger a message.",REQ-TODO-074,Equivalence Partitioning
REQ-TODO-074,The system shall display a clear error message for invalid todo input.,Todo Validation,COV-288,Test input field 'invalid input' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: message shown,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1208,Input: whitespace-only string,Clear error message displayed.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Whitespace error message missing,"The coverage item tests input field with invalid input, which is a specific equivalence class (invalid data). Boundary Value Analysis is not appropriate because there is no boundary being tested; Equivalence Partitioning is more suitable for testing this class of invalid input.",REQ-TODO-074,Equivalence Partitioning
REQ-TODO-074,The system shall display a clear error message for invalid todo input.,Todo Validation,COV-289,Validate condition: invalid,Condition,['Decision Table Testing'],['condition'],Expected result basis: message shown,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1209,Rule: invalid input with empty title,Error message displayed for empty title.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing invalid input case,"The coverage item validates a condition (invalid), which is a logical condition that may interact with other conditions (e.g., length, whitespace). Decision Table Testing is suitable for testing combinations of conditions.",REQ-TODO-074,Decision Table Testing
REQ-TODO-076,The system shall prevent duplicate submission when the user presses Enter repeatedly.,Todo Validation,COV-295,Verify core behavior: prevent duplicate,Functional,['Equivalence Partitioning'],['core'],Expected result basis: no duplicate created,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1215,Rapid Enter key presses,"Only one todo created, no duplicates.",High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Rapid Enter presses,"The coverage item verifies core behavior (prevent duplicate) for a functional requirement, which is a single outcome based on input partitions (duplicate vs. non-duplicate). State Transition Testing is not appropriate because there is no state machine or lifecycle behavior described; Equivalence Partitioning is more suitable for testing valid and invalid inputs that prevent duplicates.",REQ-TODO-076,Equivalence Partitioning
REQ-TODO-076,The system shall prevent duplicate submission when the user presses Enter repeatedly.,Todo Validation,COV-297,Validate condition: duplicate submission detected,Condition,['Decision Table Testing'],['condition'],Expected result basis: no duplicate created,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1217,Rule 3: Duplicate submission detected after Enter key,"Duplicate submission prevented, only one todo created.",High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing duplicate prevention rule,"The coverage item validates a condition (duplicate submission detected), which is a logical condition that may interact with other conditions (e.g., previous submission, input type). Decision Table Testing is suitable for testing combinations of conditions.",REQ-TODO-076,Decision Table Testing
REQ-TODO-079,The user shall be able to delete selected todo items.,Todo Bulk Operations,COV-305,Verify core behavior: delete selected,Functional,['Equivalence Partitioning'],['core'],Expected result basis: selected items removed,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1225,Select 1 item and delete,Item removed from list.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Boundary: single item delete,The coverage item is a functional verification of core behavior (delete selected). It does not involve multiple conditions or combinations; it tests a single action. Equivalence Partitioning is more suitable for testing functional behavior with valid/invalid partitions. Decision Table Testing is overkill for a single condition.,REQ-TODO-079,Equivalence Partitioning
REQ-TODO-079,The user shall be able to delete selected todo items.,Todo Bulk Operations,COV-307,Validate condition: selected items exist,Condition,['Decision Table Testing'],['condition'],Expected result basis: selected items removed,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1227,"Select items, then deselect all",No deletion occurs.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Condition: no selection,"The coverage item validates a condition (selected items exist), which is a boolean condition. Decision Table Testing is appropriate for testing combinations of conditions and actions. No change needed.",REQ-TODO-079,Decision Table Testing
REQ-TODO-080,The user shall be able to mark selected todo items as completed.,Todo Bulk Operations,COV-308,Verify core behavior: mark as completed,Functional,['Equivalence Partitioning'],['core'],Expected result basis: selected items completed,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1228,Select 1 item and mark completed,Item marked completed.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Boundary: single item,The coverage item is a functional verification of core behavior (mark as completed). It does not involve multiple conditions or combinations; it tests a single action. Equivalence Partitioning is more suitable for testing functional behavior with valid/invalid partitions. Decision Table Testing is overkill for a single condition.,REQ-TODO-080,Equivalence Partitioning
REQ-TODO-080,The user shall be able to mark selected todo items as completed.,Todo Bulk Operations,COV-310,Validate condition: selected items exist,Condition,['Decision Table Testing'],['condition'],Expected result basis: selected items completed,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1230,"Select items, then deselect all",No marking occurs.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Condition: no selection,"The coverage item validates a condition (selected items exist), which is a boolean condition. Decision Table Testing is appropriate for testing combinations of conditions and actions. No change needed.",REQ-TODO-080,Decision Table Testing
REQ-TODO-081,The user shall be able to mark selected todo items as active.,Todo Bulk Operations,COV-311,Verify core behavior: mark as active,Functional,['Equivalence Partitioning'],['core'],Expected result basis: selected items active,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1231,Select 1 item and mark active,Item marked active.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Boundary: single item,The coverage item is a functional verification of core behavior (mark as active). It does not involve multiple conditions or combinations; it tests a single action. Equivalence Partitioning is more suitable for testing functional behavior with valid/invalid partitions. Decision Table Testing is overkill for a single condition.,REQ-TODO-081,Equivalence Partitioning
REQ-TODO-081,The user shall be able to mark selected todo items as active.,Todo Bulk Operations,COV-313,Validate condition: selected items exist,Condition,['Decision Table Testing'],['condition'],Expected result basis: selected items active,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1233,Rule 3: selected items exist but user cancels,Items remain active and counts unchanged,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing cancel scenario,"The coverage item validates a condition (selected items exist), which is a boolean condition. Decision Table Testing is appropriate for testing combinations of conditions and actions. No change needed.",REQ-TODO-081,Decision Table Testing
REQ-TODO-083,The user shall be able to search todo items by text.,Todo Search,COV-319,Validate condition: user enters search term,Condition,['Decision Table Testing'],['condition'],Expected result basis: filtered results,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1239,Rule 3: search term matches multiple,All matching items shown,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Multiple match case,"The coverage item validates a condition (user enters search term), which is a boolean condition. Decision Table Testing is appropriate for testing combinations of conditions and actions. No change needed.",REQ-TODO-083,Decision Table Testing
REQ-TODO-084,The system shall show matching todo items for a search term.,Todo Search,COV-323,Validate condition: term matches,Condition,['Decision Table Testing'],['condition'],Expected result basis: matching items displayed,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1243,Rule: term matches exactly one item,single matching item displayed,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Single match condition,"The coverage item validates a condition (term matches), which is a boolean condition. Decision Table Testing is appropriate for testing combinations of conditions and actions. No change needed.",REQ-TODO-084,Decision Table Testing
REQ-TODO-087,The system shall update search results after a todo item is edited.,Todo Search,COV-331,Verify core behavior: update search results,Functional,['Equivalence Partitioning'],['core'],Expected result basis: results updated,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1251,Edit todo title while search active,results updated,High,Medium,Low,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,edit during search,"Coverage item describes core behavior (update search results) which is a functional behavior best tested using Equivalence Partitioning to partition valid/invalid inputs, not combinations of conditions.",REQ-TODO-087,Equivalence Partitioning
REQ-TODO-087,The system shall update search results after a todo item is edited.,Todo Search,COV-333,Validate condition: search active,Condition,['Decision Table Testing'],['condition'],Expected result basis: results updated,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1253,Rule 3: search active and edit performed,results updated,High,Medium,Low,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,active search edit,Coverage item describes a condition (search active) which is appropriately tested using Decision Table Testing to cover combinations of conditions and actions.,REQ-TODO-087,Decision Table Testing
REQ-TODO-089,The user shall be able to focus the todo input using keyboard navigation.,Todo Keyboard,COV-337,Verify core behavior: focus todo input,Functional,['Equivalence Partitioning'],['core'],Expected result basis: input focused,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1257,Empty input field,Input field receives focus.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing boundary test,"Coverage item describes core behavior (focus todo input) which is a functional behavior best tested using Equivalence Partitioning to partition valid/invalid inputs, not combinations of conditions.",REQ-TODO-089,Equivalence Partitioning
REQ-TODO-089,The user shall be able to focus the todo input using keyboard navigation.,Todo Keyboard,COV-339,Validate condition: user presses shortcut,Condition,['Decision Table Testing'],['condition'],Expected result basis: input focused,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1259,Shortcut not pressed,Input not focused.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing false condition,Coverage item describes a condition (user presses shortcut) which is appropriately tested using Decision Table Testing to cover combinations of conditions and actions.,REQ-TODO-089,Decision Table Testing
REQ-TODO-091,The user shall be able to toggle a focused todo item using the Space key.,Todo Keyboard,COV-344,Test input field 'Space key' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: item toggled,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1264,Space on non-focused,No action.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing no focus,"Coverage item tests input field with valid and invalid data, which is best suited for Equivalence Partitioning to partition input classes; Boundary Value Analysis is more appropriate for boundary/edge values.",REQ-TODO-091,Equivalence Partitioning
REQ-TODO-091,The user shall be able to toggle a focused todo item using the Space key.,Todo Keyboard,COV-345,Validate condition: item focused,Condition,['Decision Table Testing'],['condition'],Expected result basis: item toggled,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1265,"Item focused, Space key pressed",Todo item toggles completion state.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing toggle boundary test,Coverage item describes a condition (item focused) which is appropriately tested using Decision Table Testing to cover combinations of conditions and actions.,REQ-TODO-091,Decision Table Testing
REQ-TODO-092,The user shall be able to delete a focused todo item using a keyboard shortcut.,Todo Keyboard,COV-346,Verify core behavior: delete item,Functional,['Equivalence Partitioning'],['core'],Expected result basis: item deleted,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1266,"Item focused, delete shortcut used",Item is removed from list.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing delete boundary test,"Coverage item describes core behavior (delete item) which is a functional behavior best tested using Equivalence Partitioning to partition valid/invalid inputs, not combinations of conditions.",REQ-TODO-092,Equivalence Partitioning
REQ-TODO-092,The user shall be able to delete a focused todo item using a keyboard shortcut.,Todo Keyboard,COV-348,Validate condition: item focused,Condition,['Decision Table Testing'],['condition'],Expected result basis: item deleted,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1268,"Item not focused, delete shortcut used",No item deleted.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Test unfocused delete,Coverage item describes a condition (item focused) which is appropriately tested using Decision Table Testing to cover combinations of conditions and actions.,REQ-TODO-092,Decision Table Testing
REQ-TODO-093,The system shall provide accessible labels for todo input controls.,Todo Accessibility,COV-349,Verify core behavior: provide accessible label,Functional,['Equivalence Partitioning'],['core'],Expected result basis: label present,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1269,Input with accessible label,Label is present and descriptive.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Verify label presence,"Coverage item describes core behavior (provide accessible label) which is a functional behavior best tested using Equivalence Partitioning to partition valid/invalid inputs, not combinations of conditions.",REQ-TODO-093,Equivalence Partitioning
REQ-TODO-093,The system shall provide accessible labels for todo input controls.,Todo Accessibility,COV-351,Validate condition: input rendered,Condition,['Decision Table Testing'],['condition'],Expected result basis: label present,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1271,Input not rendered,No label exposed.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Test missing input,"The coverage item validates a condition (input rendered) which depends on combinations of conditions and actions, making Decision Table Testing appropriate.",REQ-TODO-093,Decision Table Testing
REQ-TODO-094,The system shall expose completion state to screen readers.,Todo Accessibility,COV-352,Verify core behavior: expose to screen reader,Functional,['Equivalence Partitioning'],['core'],Expected result basis: state announced,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-1272,Todo completed state,State announced as completed.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Test completed state,"The coverage item verifies core behavior (expose to screen reader) which is a functional check, not a state-based behavior. Equivalence Partitioning is more suitable for testing functional correctness of a single output.",REQ-TODO-094,Equivalence Partitioning
REQ-TODO-096,The system shall keep keyboard focus visible during navigation.,Todo Accessibility,COV-361,Validate condition: navigation occurs,Condition,['Decision Table Testing'],['condition'],Expected result basis: focus indicator shown,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1281,Rule 3: navigation occurs but focus lost,Focus remains visible,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing focus visibility check,"The coverage item validates a condition (navigation occurs) which depends on combinations of conditions and actions, making Decision Table Testing appropriate.",REQ-TODO-096,Decision Table Testing
REQ-TODO-099,The system shall not store passwords or credentials in todo text metadata.,Todo Security,COV-369,Test input field 'todo metadata' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: credentials not stored,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-1288,Boundary value: empty string input,No credentials stored in metadata.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Empty string boundary missing.,"The coverage item tests input field with valid and invalid data, and Boundary Value Analysis is appropriate for testing boundaries of input values.",REQ-TODO-099,Boundary Value Analysis
REQ-TODO-099,The system shall not store passwords or credentials in todo text metadata.,Todo Security,COV-370,Validate condition: metadata stored,Condition,['Decision Table Testing'],['condition'],Expected result basis: credentials not stored,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1289,Rule 3: Metadata contains password but not credentials,Password not stored in metadata.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Password condition untested.,"The coverage item validates a condition (metadata stored) which depends on combinations of conditions and actions, making Decision Table Testing appropriate.",REQ-TODO-099,Decision Table Testing
REQ-TODO-100,The system shall prevent unauthorized access to admin only todo management features.,Todo Security,COV-373,Validate condition: unauthorized access,Condition,['Decision Table Testing'],['condition'],Expected result basis: access denied,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-1292,Rule 3: User is admin but feature is disabled,Access denied.,High,Medium,High,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Admin disabled feature missing.,"The coverage item validates a condition (unauthorized access) which depends on combinations of conditions and actions, making Decision Table Testing appropriate.",REQ-TODO-100,Decision Table Testing
